,SP NO.,superfamily,family,subfamily,val genus,name,FULL NAME
1302,770102,Papilionoidea,Hesperiidae,Pyrginae,Erynnis,persius,Erynnis persius (Scudder)
1304,770113,Papilionoidea,Hesperiidae,Pyrginae,Pyrgus,centaureae,Pyrgus centaureae (Rambur)
1306,770127,Papilionoidea,Hesperiidae,Heteropterinae,Carterocephalus,palaemon,Carterocephalus palaemon (Pallas)
1308,770151,Papilionoidea,Hesperiidae,Hesperiinae,Ancyloxypha,numitor,Ancyloxypha numitor (Fabricius)
1309,770159,Papilionoidea,Hesperiidae,Hesperiinae,Thymelicus,lineola,Thymelicus lineola (Ochsenheimer)
1311,770178,Papilionoidea,Hesperiidae,Hesperiinae,Amblyscirtes,hegon,Amblyscirtes hegon (Scudder)
1312,770186,Papilionoidea,Hesperiidae,Hesperiinae,Amblyscirtes,vialis,Amblyscirtes vialis (Edwards)
1313,770213,Papilionoidea,Hesperiidae,Hesperiinae,Hesperia,comma,Hesperia comma (Linnaeus)
1316,770218,Papilionoidea,Hesperiidae,Hesperiinae,Hesperia,leonardus,Hesperia leonardus Harris
1318,770227,Papilionoidea,Hesperiidae,Hesperiinae,Hesperia,sassacus,Hesperia sassacus Harris
1320,770232,Papilionoidea,Hesperiidae,Hesperiinae,Polites,peckius,Polites peckius (Kirby)
1322,770236,Papilionoidea,Hesperiidae,Hesperiinae,Polites,themistocles,Polites themistocles (Latreille)
1324,770238,Papilionoidea,Hesperiidae,Hesperiinae,Polites,origenes,Polites origenes (Fabricius)
1326,770239,Papilionoidea,Hesperiidae,Hesperiinae,Polites,mystic,Polites mystic (Edwards)
1328,770243,Papilionoidea,Hesperiidae,Hesperiinae,Wallengrenia,egeremet,Wallengrenia egeremet (Scudder)
1329,770244,Papilionoidea,Hesperiidae,Hesperiinae,Pompeius,verna,Pompeius verna Edwards
1330,770249,Papilionoidea,Hesperiidae,Hesperiinae,Poanes,hobomok,Poanes hobomok (Harris)
1332,770252,Papilionoidea,Hesperiidae,Hesperiinae,Poanes,massasoit,Poanes massasoit (Scudder)
1334,770253,Papilionoidea,Hesperiidae,Hesperiinae,Poanes,viator,Poanes viator (Edwards)
1336,770262,Papilionoidea,Hesperiidae,Hesperiinae,Anatrytone,logan,Anatrytone logan (Edwards)
1338,770269,Papilionoidea,Hesperiidae,Hesperiinae,Euphyes,dion,Euphyes dion (Edwards)
1339,770272,Papilionoidea,Hesperiidae,Hesperiinae,Euphyes,bimacula,Euphyes bimacula (Grote & Robinson)
1341,770274,Papilionoidea,Hesperiidae,Hesperiinae,Euphyes,vestris,Euphyes vestris (Boisduval)
1343,770298,Papilionoidea,Papilionidae,Papilioninae,Papilio,machaon,Papilio machaon Linnaeus
1345,770299,Papilionoidea,Papilionidae,Papilioninae,Papilio,brevicauda,Papilio brevicauda Saunders
1349,770301,Papilionoidea,Papilionidae,Papilioninae,Papilio,polyxenes,Papilio polyxenes Fabricius
1351,770306,Papilionoidea,Papilionidae,Papilioninae,Papilio,cresphontes,Papilio cresphontes Cramer
1352,770314,Papilionoidea,Papilionidae,Papilioninae,Papilio,canadensis,Papilio canadensis Rothschild & Jordan
1353,770324,Papilionoidea,Papilionidae,Papilioninae,Papilio,troilus,Papilio troilus Linnaeus
1355,770340,Papilionoidea,Pieridae,Coliadinae,Colias,philodice,Colias philodice Godart
1357,770348,Papilionoidea,Pieridae,Coliadinae,Colias,hecla,Colias hecla Lefèbvre
1359,770351,Papilionoidea,Pieridae,Coliadinae,Colias,nastes,Colias nastes Boisduval
1361,770353,Papilionoidea,Pieridae,Coliadinae,Colias,gigantea,Colias gigantea Strecker
1363,770354,Papilionoidea,Pieridae,Coliadinae,Colias,pelidne,Colias pelidne Boisduval & Le Conte
1364,770355,Papilionoidea,Pieridae,Coliadinae,Colias,interior,Colias interior Scudder
1365,770356,Papilionoidea,Pieridae,Coliadinae,Colias,palaeno,Colias palaeno Linnaeus
1367,770375,Papilionoidea,Pieridae,Pierinae,Euchloe,olympia,Euchloe olympia (Edwards)
1368,770390,Papilionoidea,Pieridae,Pierinae,Pieris,oleracea,Pieris oleracea Harris
1371,770391,Papilionoidea,Pieridae,Pierinae,Pieris,virginiensis,Pieris virginiensis Edwards
1373,770392,Papilionoidea,Pieridae,Pierinae,Pieris,rapae,Pieris rapae (Linnaeus)
1375,770394,Papilionoidea,Pieridae,Pierinae,Pontia,protodice,Pontia protodice (Boisduval & Le Conte)
1376,770400,Papilionoidea,Lycaenidae,Miletinae,Feniseca,tarquinius,Feniseca tarquinius (Fabricius)
1378,770401,Papilionoidea,Lycaenidae,Lycaeninae,Lycaena,phlaeas,Lycaena phlaeas (Linnaeus)
1380,770411,Papilionoidea,Lycaenidae,Lycaeninae,Lycaena,hyllus,Lycaena hyllus (Cramer)
1381,770412,Papilionoidea,Lycaenidae,Lycaeninae,Lycaena,epixanthe,Lycaena epixanthe (Boisduval & Le Conte)
1385,770413,Papilionoidea,Lycaenidae,Lycaeninae,Lycaena,dorcas,Lycaena dorcas Kirby
1387,770414,Papilionoidea,Lycaenidae,Lycaeninae,Lycaena,dospassosi,Lycaena dospassosi McDunnough
1388,770415,Papilionoidea,Lycaenidae,Lycaeninae,Lycaena,helloides,Lycaena helloides (Boisduval)
1389,770429,Papilionoidea,Lycaenidae,Theclinae,Satyrium,acadica,Satyrium acadica (Edwards)
1391,770432,Papilionoidea,Lycaenidae,Theclinae,Satyrium,titus,Satyrium titus (Fabricius)
1393,770433,Papilionoidea,Lycaenidae,Theclinae,Satyrium,edwardsii,Satyrium edwardsii (Grote & Robinson)
1395,770434,Papilionoidea,Lycaenidae,Theclinae,Satyrium,calanus,Satyrium calanus (Hübner)
1397,770435,Papilionoidea,Lycaenidae,Theclinae,Satyrium,caryaevorus,Satyrium caryaevorus (McDunnough)
1398,770437,Papilionoidea,Lycaenidae,Theclinae,Satyrium,liparops,Satyrium liparops (Le Conte)
1400,770456,Papilionoidea,Lycaenidae,Theclinae,Callophrys,gryneus,Callophrys gryneus (Hübner)
1402,770464,Papilionoidea,Lycaenidae,Theclinae,Callophrys,augustinus,Callophrys augustinus (Westwood)
1404,770467,Papilionoidea,Lycaenidae,Theclinae,Callophrys,polios,Callophrys polios (Cook & Watson)
1406,770469,Papilionoidea,Lycaenidae,Theclinae,Callophrys,henrici,Callophrys henrici (Grote & Robinson)
1408,770470,Papilionoidea,Lycaenidae,Theclinae,Callophrys,lanoraieensis,Callophrys lanoraieensis (Sheppard)
1409,770471,Papilionoidea,Lycaenidae,Theclinae,Callophrys,niphon,Callophrys niphon (Hübner)
1411,770472,Papilionoidea,Lycaenidae,Theclinae,Callophrys,eryphon,Callophrys eryphon (Boisduval)
1413,770480,Papilionoidea,Lycaenidae,Theclinae,Strymon,melinus,Strymon melinus Hübner
1415,770502,Papilionoidea,Lycaenidae,Theclinae,Erora,laeta,Erora laeta (Edwards)
1416,770512,Papilionoidea,Lycaenidae,Polyommatinae,Celastrina,lucia,Celastrina lucia (Kirby)
1418,770540,Papilionoidea,Lycaenidae,Polyommatinae,Glaucopsyche,lygdamus,Glaucopsyche lygdamus (Doubleday)
1420,770510,Papilionoidea,Lycaenidae,Polyommatinae,Cupido,comyntas,Cupido comyntas (Godart)
1422,770511,Papilionoidea,Lycaenidae,Polyommatinae,Cupido,amyntula,Cupido amyntula (Boisduval)
1425,770548,Papilionoidea,Lycaenidae,Polyommatinae,Icaricia,saepiolus,Icaricia saepiolus (Boisduval)
1427,770544,Papilionoidea,Lycaenidae,Polyommatinae,Plebejus,idas,Plebejus idas (Linnaeus)
1429,770556,Papilionoidea,Lycaenidae,Polyommatinae,Agriades,glandon,Agriades glandon (de Prunner)
1432,770557.5,Papilionoidea,Lycaenidae,Polyommatinae,Polyommatus,icarus,Polyommatus icarus (Rottemburg)
1434,770608,Papilionoidea,Nymphalidae,Heliconiinae,Euptoieta,claudia,Euptoieta claudia (Cramer)
1435,770611,Papilionoidea,Nymphalidae,Heliconiinae,Boloria,eunomia,Boloria eunomia (Esper)
1438,770612,Papilionoidea,Nymphalidae,Heliconiinae,Boloria,selene,Boloria selene ([Denis & Schiffermüller])
1440,770613,Papilionoidea,Nymphalidae,Heliconiinae,Boloria,bellona,Boloria bellona (Fabricius)
1443,770614,Papilionoidea,Nymphalidae,Heliconiinae,Boloria,frigga,Boloria frigga (Thunberg)
1446,770618,Papilionoidea,Nymphalidae,Heliconiinae,Boloria,polaris,Boloria polaris (Boisduval)
1448,770621,Papilionoidea,Nymphalidae,Heliconiinae,Boloria,freija,Boloria freija (Thunberg)
1451,770623,Papilionoidea,Nymphalidae,Heliconiinae,Boloria,chariclea,Boloria chariclea (Schneider)
1454,770625,Papilionoidea,Nymphalidae,Heliconiinae,Speyeria,cybele,Speyeria cybele (Fabricius)
1457,770626,Papilionoidea,Nymphalidae,Heliconiinae,Speyeria,aphrodite,Speyeria aphrodite (Fabricius)
1460,770636,Papilionoidea,Nymphalidae,Heliconiinae,Speyeria,atlantis,Speyeria atlantis (Edwards)
1462,770593,Papilionoidea,Nymphalidae,Limenitidinae,Limenitis,arthemis,Limenitis arthemis (Drury)
1464,770596,Papilionoidea,Nymphalidae,Limenitidinae,Limenitis,archippus,Limenitis archippus (Cramer)
1466,770640,Papilionoidea,Nymphalidae,Apaturinae,Asterocampa,celtis,Asterocampa celtis (Boisduval & Le Conte)
1468,770642,Papilionoidea,Nymphalidae,Apaturinae,Asterocampa,clyton,Asterocampa clyton (Boisduval & Le Conte)
1470,770677,Papilionoidea,Nymphalidae,Nymphalinae,Aglais,milberti,Aglais milberti (Godart)
1473,770677.1,Papilionoidea,Nymphalidae,Nymphalinae,Aglais,io,Aglais io (Linnaeus)
1474,770678,Papilionoidea,Nymphalidae,Nymphalinae,Nymphalis,l-album,Nymphalis l-album (Esper)
1476,770680,Papilionoidea,Nymphalidae,Nymphalinae,Nymphalis,antiopa,Nymphalis antiopa (Linnaeus)
1478,770682,Papilionoidea,Nymphalidae,Nymphalinae,Polygonia,comma,Polygonia comma (Harris)
1479,770683,Papilionoidea,Nymphalidae,Nymphalinae,Polygonia,satyrus,Polygonia satyrus (Edwards)
1482,770684,Papilionoidea,Nymphalidae,Nymphalinae,Polygonia,progne,Polygonia progne (Cramer)
1483,770686,Papilionoidea,Nymphalidae,Nymphalinae,Polygonia,gracilis,Polygonia gracilis (Grote & Robinson)
1485,770687,Papilionoidea,Nymphalidae,Nymphalinae,Polygonia,faunus,Polygonia faunus (Edwards)
1487,770699,Papilionoidea,Nymphalidae,Nymphalinae,Euphydryas,phaeton,Euphydryas phaeton (Drury)
1489,770715,Papilionoidea,Nymphalidae,Nymphalinae,Chlosyne,nycteis,Chlosyne nycteis (Doubleday)
1491,770716,Papilionoidea,Nymphalidae,Nymphalinae,Chlosyne,gorgone,Chlosyne gorgone (Hübner)
1493,770719,Papilionoidea,Nymphalidae,Nymphalinae,Chlosyne,harrisii,Chlosyne harrisii (Scudder)
1496,770741,Papilionoidea,Nymphalidae,Nymphalinae,Phyciodes,tharos,Phyciodes tharos (Drury)
1498,770742,Papilionoidea,Nymphalidae,Nymphalinae,Phyciodes,cocyta,Phyciodes cocyta (Cramer)
1500,770743,Papilionoidea,Nymphalidae,Nymphalinae,Phyciodes,batesii,Phyciodes batesii (Reakirt)
1502,770753,Papilionoidea,Nymphalidae,Satyrinae,Lethe,anthedon,Lethe anthedon (Clark)
1504,770755,Papilionoidea,Nymphalidae,Satyrinae,Lethe,eurydice,Lethe eurydice (Linnaeus)
1506,770756,Papilionoidea,Nymphalidae,Satyrinae,Lethe,appalachia,Lethe appalachia Chermock
1508,770758,Papilionoidea,Nymphalidae,Satyrinae,Coenonympha,tullia,Coenonympha tullia Müller
1510,770758.1,Papilionoidea,Nymphalidae,Satyrinae,Coenonympha,nipisiquit,Coenonympha nipisiquit McDunnough
1511,770768,Papilionoidea,Nymphalidae,Satyrinae,Megisto,cymela,Megisto cymela (Cramer)
1513,770770,Papilionoidea,Nymphalidae,Satyrinae,Cercyonis,pegala,Cercyonis pegala (Fabricius)
1515,770778,Papilionoidea,Nymphalidae,Satyrinae,Erebia,mancinus,Erebia mancinus Doubleday
1516,770783,Papilionoidea,Nymphalidae,Satyrinae,Erebia,discoidalis,Erebia discoidalis (Kirby)
1518,770791,Papilionoidea,Nymphalidae,Satyrinae,Oeneis,polixenes,Oeneis polixenes (Fabricius)
1520,770792,Papilionoidea,Nymphalidae,Satyrinae,Oeneis,jutta,Oeneis jutta (Hübner)
1522,770793,Papilionoidea,Nymphalidae,Satyrinae,Oeneis,melissa,Oeneis melissa (Fabricius)
1525,770795,Papilionoidea,Nymphalidae,Satyrinae,Oeneis,bore,Oeneis bore (Esper)
1528,770796,Papilionoidea,Nymphalidae,Satyrinae,Oeneis,chryxus,Oeneis chryxus (Doubleday)
1531,770799,Papilionoidea,Nymphalidae,Satyrinae,Oeneis,macounii,Oeneis macounii (Edwards)
1532,800001,Pyraloidea,Pyralidae,Galleriinae,Galleria,mellonella,Galleria mellonella (Linnaeus)
1533,800002,Pyraloidea,Pyralidae,Galleriinae,Achroia,grisella,Achroia grisella (Fabricius)
1534,800008,Pyraloidea,Pyralidae,Galleriinae,Aphomia,sociella,Aphomia sociella (Linnaeus)
1535,800009,Pyraloidea,Pyralidae,Galleriinae,Aphomia,terrenella,Aphomia terrenella Zeller
1536,800036,Pyraloidea,Pyralidae,Chrysauginae,Acallis,alticolalis,Acallis alticolalis (Dyar)
1537,800048,Pyraloidea,Pyralidae,Chrysauginae,Galasa,nigrinodis,Galasa nigrinodis (Zeller)
1538,800052,Pyraloidea,Pyralidae,Chrysauginae,Tosale,oviplagalis,Tosale oviplagalis (Walker)
1539,800062,Pyraloidea,Pyralidae,Chrysauginae,Arta,statalis,Arta statalis Grote
1540,800066,Pyraloidea,Pyralidae,Chrysauginae,Condylolomia,participalis,Condylolomia participalis Grote
1541,800072,Pyraloidea,Pyralidae,Pyralinae,Pyralis,farinalis,Pyralis farinalis Linnaeus
1543,800074,Pyraloidea,Pyralidae,Pyralinae,Aglossa,costiferalis,Aglossa costiferalis (Walker)
1544,800075,Pyraloidea,Pyralidae,Pyralinae,Aglossa,disciferalis,Aglossa disciferalis (Dyar)
1545,800076,Pyraloidea,Pyralidae,Pyralinae,Aglossa,electalis,Aglossa electalis (Hulst)
1546,800078,Pyraloidea,Pyralidae,Pyralinae,Aglossa,pinguinalis,Aglossa pinguinalis (Linnaeus)
1547,800079,Pyraloidea,Pyralidae,Pyralinae,Aglossa,caprealis,Aglossa caprealis (Hübner)
1548,800080,Pyraloidea,Pyralidae,Pyralinae,Aglossa,cuprina,Aglossa cuprina Zeller
1549,800086,Pyraloidea,Pyralidae,Pyralinae,Hypsopygia,costalis,Hypsopygia costalis (Fabricius)
1551,800088,Pyraloidea,Pyralidae,Pyralinae,Hypsopygia,intermedialis,Hypsopygia intermedialis (Walker)
1552,800091,Pyraloidea,Pyralidae,Pyralinae,Hypsopygia,thymetusalis,Hypsopygia thymetusalis (Walker)
1553,800092,Pyraloidea,Pyralidae,Pyralinae,Hypsopygia,binodulalis,Hypsopygia binodulalis (Zeller)
1554,800094,Pyraloidea,Pyralidae,Pyralinae,Hypsopygia,olinalis,Hypsopygia olinalis (Guenée)
1555,800112,Pyraloidea,Pyralidae,Epipaschiinae,Oneida,lunulalis,Oneida lunulalis (Hulst)
1556,800122,Pyraloidea,Pyralidae,Epipaschiinae,Pococera,robustella,Pococera robustella (Zeller)
1557,800124,Pyraloidea,Pyralidae,Epipaschiinae,Pococera,melanogrammos,Pococera melanogrammos (Zeller)
1558,800129,Pyraloidea,Pyralidae,Epipaschiinae,Pococera,subcanalis,Pococera subcanalis (Walker)
1559,800130,Pyraloidea,Pyralidae,Epipaschiinae,Pococera,maritimalis,Pococera maritimalis (McDunnough)
1560,800131,Pyraloidea,Pyralidae,Epipaschiinae,Pococera,militella,Pococera militella (Zeller)
1561,800132,Pyraloidea,Pyralidae,Epipaschiinae,Pococera,aplastella,Pococera aplastella (Hulst)
1562,800133,Pyraloidea,Pyralidae,Epipaschiinae,Pococera,asperatella,Pococera asperatella (Clemens)
1563,800134,Pyraloidea,Pyralidae,Epipaschiinae,Pococera,vacciniivora,Pococera vacciniivora (Munroe)
1564,800135,Pyraloidea,Pyralidae,Epipaschiinae,Pococera,expandens,Pococera expandens (Walker)
1565,800150,Pyraloidea,Pyralidae,Phycitinae,Acrobasis,vaccinii,Acrobasis vaccinii Riley
1566,800151,Pyraloidea,Pyralidae,Phycitinae,Acrobasis,amplexella,Acrobasis amplexella Ragonot
1567,800152,Pyraloidea,Pyralidae,Phycitinae,Acrobasis,indigenella,Acrobasis indigenella (Zeller)
1568,800153,Pyraloidea,Pyralidae,Phycitinae,Acrobasis,tricolorella,Acrobasis tricolorella Grote
1569,800156,Pyraloidea,Pyralidae,Phycitinae,Acrobasis,caryae,Acrobasis caryae Grote
1570,800163,Pyraloidea,Pyralidae,Phycitinae,Acrobasis,stigmella,Acrobasis stigmella Dyar
1571,800166,Pyraloidea,Pyralidae,Phycitinae,Acrobasis,demotella,Acrobasis demotella Grote
1572,800167,Pyraloidea,Pyralidae,Phycitinae,Acrobasis,angusella,Acrobasis angusella Grote
1573,800169,Pyraloidea,Pyralidae,Phycitinae,Acrobasis,palliolella,Acrobasis palliolella Ragonot
1574,800170,Pyraloidea,Pyralidae,Phycitinae,Acrobasis,juglandis,Acrobasis juglandis (LeBaron)
1575,800172,Pyraloidea,Pyralidae,Phycitinae,Acrobasis,tumidulella,Acrobasis tumidulella (Ragonot)
1576,800173,Pyraloidea,Pyralidae,Phycitinae,Acrobasis,caryivorella,Acrobasis caryivorella Ragonot
1577,800174,Pyraloidea,Pyralidae,Phycitinae,Acrobasis,cunulae,Acrobasis cunulae Dyar & Heinrich
1578,800175,Pyraloidea,Pyralidae,Phycitinae,Acrobasis,comptoniella,Acrobasis comptoniella Hulst
1579,800178,Pyraloidea,Pyralidae,Phycitinae,Acrobasis,rubrifasciella,Acrobasis rubrifasciella Packard
1580,800179,Pyraloidea,Pyralidae,Phycitinae,Acrobasis,irrubriella,Acrobasis irrubriella Ely
1581,800180,Pyraloidea,Pyralidae,Phycitinae,Acrobasis,betulella,Acrobasis betulella Hulst
1582,800182,Pyraloidea,Pyralidae,Phycitinae,Acrobasis,carpinivorella,Acrobasis carpinivorella Neunzig
1583,800183,Pyraloidea,Pyralidae,Phycitinae,Acrobasis,sylviella,Acrobasis sylviella Ely
1584,800185,Pyraloidea,Pyralidae,Phycitinae,Acrobasis,ostryella,Acrobasis ostryella Ely
1585,800186,Pyraloidea,Pyralidae,Phycitinae,Acrobasis,normella,Acrobasis normella Dyar
1586,800203,Pyraloidea,Pyralidae,Phycitinae,Myelopsis,minutularia,Myelopsis minutularia (Hulst)
1587,800205,Pyraloidea,Pyralidae,Phycitinae,Myelopsis,subtetricella,Myelopsis subtetricella (Ragonot)
1588,800211,Pyraloidea,Pyralidae,Phycitinae,Apomyelois,bistriatella,Apomyelois bistriatella (Hulst)
1589,800215,Pyraloidea,Pyralidae,Phycitinae,Euzophera,semifuneralis,Euzophera semifuneralis (Walker)
1590,800217,Pyraloidea,Pyralidae,Phycitinae,Euzophera,habrella,Euzophera habrella Neunzig
1591,800222,Pyraloidea,Pyralidae,Phycitinae,Eulogia,ochrifrontella,Eulogia ochrifrontella (Zeller)
1592,800223,Pyraloidea,Pyralidae,Phycitinae,Ephestiodes,gilvescentella,Ephestiodes gilvescentella Ragonot
1593,800225,Pyraloidea,Pyralidae,Phycitinae,Ephestiodes,infimella,Ephestiodes infimella Ragonot
1594,800227,Pyraloidea,Pyralidae,Phycitinae,Ephestiodes,erythrella,Ephestiodes erythrella Ragonot
1595,800232,Pyraloidea,Pyralidae,Phycitinae,Moodna,ostrinella,Moodna ostrinella (Clemens)
1596,800234,Pyraloidea,Pyralidae,Phycitinae,Moodna,bisinuella,Moodna bisinuella Hampson
1597,800239,Pyraloidea,Pyralidae,Phycitinae,Vitula,edmandsii,Vitula edmandsii (Packard)
1598,800246,Pyraloidea,Pyralidae,Phycitinae,Vitula,broweri,Vitula broweri (Heinrich)
1599,800258,Pyraloidea,Pyralidae,Phycitinae,Plodia,interpunctella,Plodia interpunctella (Hübner)
1600,800273,Pyraloidea,Pyralidae,Phycitinae,Eurythmia,angulella,Eurythmia angulella Ely
1601,800278,Pyraloidea,Pyralidae,Phycitinae,Erelieva,parvulella,Erelieva parvulella (Ely)
1602,800281,Pyraloidea,Pyralidae,Phycitinae,Pima,albiplagiatella,Pima albiplagiatella (Packard)
1603,800300,Pyraloidea,Pyralidae,Phycitinae,Immyrla,nigrovittella,Immyrla nigrovittella Dyar
1604,800301,Pyraloidea,Pyralidae,Phycitinae,Oreana,unicolorella,Oreana unicolorella (Hulst)
1605,800310,Pyraloidea,Pyralidae,Phycitinae,Salebriaria,engeli,Salebriaria engeli (Dyar)
1606,800336,Pyraloidea,Pyralidae,Phycitinae,Ortholepis,jugosella,Ortholepis jugosella Ragonot
1607,800338,Pyraloidea,Pyralidae,Phycitinae,Ortholepis,pasadamia,Ortholepis pasadamia (Dyar)
1608,800339,Pyraloidea,Pyralidae,Phycitinae,Ortholepis,myricella,Ortholepis myricella McDunnough
1609,800341,Pyraloidea,Pyralidae,Phycitinae,Polopeustis,arctiella,Polopeustis arctiella (Gibson)
1610,800342,Pyraloidea,Pyralidae,Phycitinae,Glyptocera,consobrinella,Glyptocera consobrinella (Zeller)
1611,800346,Pyraloidea,Pyralidae,Phycitinae,Meroptera,cviatella,Meroptera cviatella Dyar
1612,800347,Pyraloidea,Pyralidae,Phycitinae,Meroptera,pravella,Meroptera pravella (Grote)
1613,800348,Pyraloidea,Pyralidae,Phycitinae,Meroptera,abditiva,Meroptera abditiva Heinrich
1614,800349,Pyraloidea,Pyralidae,Phycitinae,Sciota,rubrisparsella,Sciota rubrisparsella (Ragonot)
1615,800353,Pyraloidea,Pyralidae,Phycitinae,Sciota,basilaris,Sciota basilaris (Zeller)
1616,800355,Pyraloidea,Pyralidae,Phycitinae,Sciota,levigatella,Sciota levigatella (Hulst)
1617,800365,Pyraloidea,Pyralidae,Phycitinae,Sciota,vetustella,Sciota vetustella (Dyar)
1618,800367,Pyraloidea,Pyralidae,Phycitinae,Sciota,subcaesiella,Sciota subcaesiella (Clemens)
1619,800368,Pyraloidea,Pyralidae,Phycitinae,Sciota,virgatella,Sciota virgatella (Clemens)
1620,800369,Pyraloidea,Pyralidae,Phycitinae,Sciota,carneella,Sciota carneella (Hulst)
1621,800370,Pyraloidea,Pyralidae,Phycitinae,Sciota,celtidella,Sciota celtidella (Hulst)
1622,800371,Pyraloidea,Pyralidae,Phycitinae,Sciota,subfuscella,Sciota subfuscella (Ragonot)
1623,800374,Pyraloidea,Pyralidae,Phycitinae,Tlascala,reductella,Tlascala reductella (Walker)
1624,800375,Pyraloidea,Pyralidae,Phycitinae,Tulsa,finitella,Tulsa finitella (Walker)
1625,800376,Pyraloidea,Pyralidae,Phycitinae,Tulsa,umbripennis,Tulsa umbripennis (Hulst)
1626,800378,Pyraloidea,Pyralidae,Phycitinae,Telethusia,ovalis,Telethusia ovalis (Packard)
1627,800389,Pyraloidea,Pyralidae,Phycitinae,Pyla,impostor,Pyla impostor Heinrich
1628,800390,Pyraloidea,Pyralidae,Phycitinae,Pyla,aequivoca,Pyla aequivoca Heinrich
1629,800394,Pyraloidea,Pyralidae,Phycitinae,Pyla,aenigmatica,Pyla aenigmatica Heinrich
1630,800396,Pyraloidea,Pyralidae,Phycitinae,Pyla,fusca,Pyla fusca (Haworth)
1631,800409,Pyraloidea,Pyralidae,Phycitinae,Dioryctria,abietivorella,Dioryctria abietivorella (Grote)
1632,800411,Pyraloidea,Pyralidae,Phycitinae,Dioryctria,reniculelloides,Dioryctria reniculelloides Mutuura & Munroe
1633,800414,Pyraloidea,Pyralidae,Phycitinae,Dioryctria,disclusa,Dioryctria disclusa Heinrich
1634,800430,Pyraloidea,Pyralidae,Phycitinae,Dioryctria,zimmermani,Dioryctria zimmermani (Grote)
1635,800439,Pyraloidea,Pyralidae,Phycitinae,Dioryctria,banksiella,"Dioryctria banksiella Mutuura, Munroe & Ross"
1636,800458,Pyraloidea,Pyralidae,Phycitinae,Sarata,caudellella,Sarata caudellella (Dyar)
1637,800479,Pyraloidea,Pyralidae,Phycitinae,Canarsia,ulmiarrosorella,Canarsia ulmiarrosorella (Clemens)
1638,800486,Pyraloidea,Pyralidae,Phycitinae,Elasmopalpus,lignosellus,Elasmopalpus lignosellus (Zeller)
1639,800542,Pyraloidea,Pyralidae,Phycitinae,Ancylosis,undulatella,Ancylosis undulatella (Clemens)
1640,800580,Pyraloidea,Pyralidae,Phycitinae,Zophodia,grossulariella,Zophodia grossulariella (Hübner)
1641,800631,Pyraloidea,Pyralidae,Phycitinae,Homoeosoma,stypticella,Homoeosoma stypticella Grote
1642,800641,Pyraloidea,Pyralidae,Phycitinae,Homoeosoma,deceptorium,Homoeosoma deceptorium Heinrich
1643,800651,Pyraloidea,Pyralidae,Phycitinae,Phycitodes,reliquellum,Phycitodes reliquellum (Dyar)
1644,800654,Pyraloidea,Pyralidae,Phycitinae,Anerastia,lotella,Anerastia lotella (Hübner)
1645,800670,Pyraloidea,Pyralidae,Phycitinae,Peoria,approximella,Peoria approximella (Walker)
1646,800711,Pyraloidea,Crambidae,Schoenobiinae,Donacaula,dispersellus,Donacaula dispersellus (Robinson)
1647,800715,Pyraloidea,Crambidae,Schoenobiinae,Donacaula,longirostrallus,Donacaula longirostrallus (Clemens)
1648,800720,Pyraloidea,Crambidae,Acentropinae,Acentria,ephemerella,Acentria ephemerella ([Denis & Schiffermüller])
1650,800723,Pyraloidea,Crambidae,Acentropinae,Elophila,ekthlipsis,Elophila ekthlipsis (Grote)
1651,800724,Pyraloidea,Crambidae,Acentropinae,Elophila,icciusalis,Elophila icciusalis (Walker)
1653,800725,Pyraloidea,Crambidae,Acentropinae,Elophila,faulalis,Elophila faulalis (Walker)
1654,800727,Pyraloidea,Crambidae,Acentropinae,Elophila,gyralis,Elophila gyralis (Hulst)
1655,800728,Pyraloidea,Crambidae,Acentropinae,Elophila,tinealis,Elophila tinealis (Munroe)
1656,800729,Pyraloidea,Crambidae,Acentropinae,Elophila,obliteralis,Elophila obliteralis (Walker)
1657,800733,Pyraloidea,Crambidae,Acentropinae,Nymphuliella,daeckealis,Nymphuliella daeckealis (Haimbach)
1658,800734,Pyraloidea,Crambidae,Acentropinae,Parapoynx,maculalis,Parapoynx maculalis (Clemens)
1659,800735,Pyraloidea,Crambidae,Acentropinae,Parapoynx,obscuralis,Parapoynx obscuralis (Grote)
1660,800736,Pyraloidea,Crambidae,Acentropinae,Parapoynx,badiusalis,Parapoynx badiusalis (Walker)
1661,800737,Pyraloidea,Crambidae,Acentropinae,Parapoynx,curviferalis,Parapoynx curviferalis (Walker)
1662,800739,Pyraloidea,Crambidae,Acentropinae,Parapoynx,allionealis,Parapoynx allionealis (Walker)
1663,800741,Pyraloidea,Crambidae,Acentropinae,Neocataclysta,magnificalis,Neocataclysta magnificalis (Hübner)
1664,800754,Pyraloidea,Crambidae,Acentropinae,Petrophila,bifascialis,Petrophila bifascialis (Robinson)
1665,800757,Pyraloidea,Crambidae,Acentropinae,Petrophila,fulicalis,Petrophila fulicalis (Clemens)
1666,800759,Pyraloidea,Crambidae,Acentropinae,Petrophila,canadensis,Petrophila canadensis (Munroe)
1667,800768,Pyraloidea,Crambidae,Acentropinae,Eoparargyractis,plevie,Eoparargyractis plevie (Dyar)
1668,800785,Pyraloidea,Crambidae,Crambinae,Thopeutis,forbesellus,Thopeutis forbesellus (Fernald)
