,SP NO.,superfamily,family,subfamily,val genus,name,FULL NAME
234,330164,Gracillarioidea,Gracillariidae,Gracillariinae,Caloptilia,superbifrontella,Caloptilia superbifrontella (Clemens)
235,330166,Gracillarioidea,Gracillariidae,Gracillariinae,Caloptilia,umbratella,Caloptilia umbratella (Braun)
236,330168,Gracillarioidea,Gracillariidae,Gracillariinae,Caloptilia,violacella,Caloptilia violacella (Clemens)
237,330169,Gracillarioidea,Gracillariidae,Gracillariinae,Gracillaria,syringella,Gracillaria syringella (Fabricius)
238,330189,Gracillarioidea,Gracillariidae,Parornichinae,Callisto,denticulella,Callisto denticulella (Thunberg)
239,330192,Gracillarioidea,Gracillariidae,Parornichinae,Parornix,arbutifoliella,Parornix arbutifoliella (Dietz)
240,330193,Gracillarioidea,Gracillariidae,Parornichinae,Parornix,betulae,Parornix betulae (Stainton)
241,330194,Gracillarioidea,Gracillariidae,Parornichinae,Parornix,boreasella,Parornix boreasella (Clemens)
242,330195,Gracillarioidea,Gracillariidae,Parornichinae,Parornix,conspicuella,Parornix conspicuella (Dietz)
243,330196,Gracillarioidea,Gracillariidae,Parornichinae,Parornix,crataegifoliella,Parornix crataegifoliella (Clemens)
244,330197,Gracillarioidea,Gracillariidae,Parornichinae,Parornix,dubitella,Parornix dubitella (Dietz)
245,330199,Gracillarioidea,Gracillariidae,Parornichinae,Parornix,geminatella,Parornix geminatella (Packard)
246,330202,Gracillarioidea,Gracillariidae,Parornichinae,Parornix,kalmiella,Parornix kalmiella (Dietz)
247,330204,Gracillarioidea,Gracillariidae,Parornichinae,Parornix,obliterella,Parornix obliterella (Dietz)
248,330205,Gracillarioidea,Gracillariidae,Parornichinae,Parornix,peregrinaella,Parornix peregrinaella (Darlington)
249,330212,Gracillarioidea,Gracillariidae,Parornichinae,Parornix,vicinella,Parornix vicinella (Dietz)
250,330172,Gracillarioidea,Gracillariidae,Ornixolinae,Micrurapteryx,salicifoliella,Micrurapteryx salicifoliella (Chambers)
251,330173,Gracillarioidea,Gracillariidae,Ornixolinae,Micrurapteryx,occulta,Micrurapteryx occulta (Braun)
252,330179,Gracillarioidea,Gracillariidae,Ornixolinae,Parectopa,pennsylvaniella,Parectopa pennsylvaniella (Engel)
253,330181,Gracillarioidea,Gracillariidae,Ornixolinae,Parectopa,robiniella,Parectopa robiniella Clemens
254,330187,Gracillarioidea,Gracillariidae,Ornixolinae,Neurobathra,strigifinitella,Neurobathra strigifinitella (Clemens)
255,360001,Yponomeutoidea,Yponomeutidae,Yponomeutinae,Ocnerostoma,piniariella,Ocnerostoma piniariella Zeller
256,360002,Yponomeutoidea,Yponomeutidae,Yponomeutinae,Ocnerostoma,strobivorum,Ocnerostoma strobivorum Freeman
257,360003,Yponomeutoidea,Yponomeutidae,Yponomeutinae,Swammerdamia,caesiella,Swammerdamia caesiella (Hübner)
258,360004,Yponomeutoidea,Yponomeutidae,Yponomeutinae,Swammerdamia,pyrella,Swammerdamia pyrella (Villers)
259,360007,Yponomeutoidea,Yponomeutidae,Yponomeutinae,Paraswammerdamia,conspersella,Paraswammerdamia conspersella (Tengström)
260,360008,Yponomeutoidea,Yponomeutidae,Yponomeutinae,Paraswammerdamia,lapponica,Paraswammerdamia lapponica (Petersen)
261,360012,Yponomeutoidea,Yponomeutidae,Yponomeutinae,Yponomeuta,cagnagella,Yponomeuta cagnagella (Hübner)
262,360023,Yponomeutoidea,Yponomeutidae,Yponomeutinae,Zelleria,haimbachi,Zelleria haimbachi Busck
263,360044,Yponomeutoidea,Ypsolophidae,Ypsolophinae,Ypsolopha,canariella,Ypsolopha canariella (Walsingham)
264,360048,Yponomeutoidea,Ypsolophidae,Ypsolophinae,Ypsolopha,dentella,Ypsolopha dentella (Fabricius)
265,360049,Yponomeutoidea,Ypsolophidae,Ypsolophinae,Ypsolopha,dentiferella,Ypsolopha dentiferella (Walsingham)
266,360050,Yponomeutoidea,Ypsolophidae,Ypsolophinae,Ypsolopha,dorsimaculella,Ypsolopha dorsimaculella (Kearfott)
267,360053,Yponomeutoidea,Ypsolophidae,Ypsolophinae,Ypsolopha,falciferella,Ypsolopha falciferella (Walsingham)
268,360065,Yponomeutoidea,Ypsolophidae,Ypsolophinae,Ypsolopha,senex,Ypsolopha senex (Walsingham)
269,360074,Yponomeutoidea,Ypsolophidae,Ochsenheimeriinae,Ochsenheimeria,vacculella,Ochsenheimeria vacculella von Röslerstamm
270,360085,Yponomeutoidea,Plutellidae,[Plutellinae],Plutella,haasi,Plutella haasi Staudinger
271,360079,Yponomeutoidea,Plutellidae,[Plutellinae],Plutella,polaris,Plutella polaris Zeller
272,360084,Yponomeutoidea,Plutellidae,[Plutellinae],Plutella,porrectella,Plutella porrectella (Linnaeus)
273,360083,Yponomeutoidea,Plutellidae,[Plutellinae],Plutella,xylostella,Plutella xylostella (Linnaeus)
274,360088,Yponomeutoidea,Plutellidae,[Plutellinae],Rhigognostis,interrupta,Rhigognostis interrupta (Walsingham)
275,360091,Yponomeutoidea,Glyphipterigidae,Glyphipteriginae,Abrenthia,cuprea,Abrenthia cuprea Busck
276,360095,Yponomeutoidea,Glyphipterigidae,Glyphipteriginae,Glyphipterix,circumscriptella,Glyphipterix circumscriptella (Chambers)
277,360103,Yponomeutoidea,Glyphipterigidae,Glyphipteriginae,Glyphipterix,haworthana,Glyphipterix haworthana (Stephens)
278,360104,Yponomeutoidea,Glyphipterigidae,Glyphipteriginae,Glyphipterix,sistes,Glyphipterix sistes Heppner
279,360113,Yponomeutoidea,Glyphipterigidae,Glyphipteriginae,Glyphipterix,saurodonta,Glyphipterix saurodonta (Meyrick)
280,360127,Yponomeutoidea,Glyphipterigidae,Glyphipteriginae,Diploschizia,impigritella,Diploschizia impigritella (Clemens)
281,360137,Yponomeutoidea,Glyphipterigidae,Acrolepiinae,Acrolepiopsis,assectella,Acrolepiopsis assectella (Zeller)
282,360139,Yponomeutoidea,Argyresthiidae,[Argyresthiinae],Argyresthia,abies,Argyresthia abies Freeman
283,360141,Yponomeutoidea,Argyresthiidae,[Argyresthiinae],Argyresthia,alternatella,Argyresthia alternatella Kearfott
284,360143,Yponomeutoidea,Argyresthiidae,[Argyresthiinae],Argyresthia,annettella,Argyresthia annettella Busck
285,360144,Yponomeutoidea,Argyresthiidae,[Argyresthiinae],Argyresthia,apicimaculella,Argyresthia apicimaculella Chambers
286,360146,Yponomeutoidea,Argyresthiidae,[Argyresthiinae],Argyresthia,aureoargentella,Argyresthia aureoargentella Brower
287,360147,Yponomeutoidea,Argyresthiidae,[Argyresthiinae],Argyresthia,austerella,Argyresthia austerella Zeller
288,360148,Yponomeutoidea,Argyresthiidae,[Argyresthiinae],Argyresthia,belangerella,Argyresthia belangerella Chambers
289,360151,Yponomeutoidea,Argyresthiidae,[Argyresthiinae],Argyresthia,canadensis,Argyresthia canadensis Freeman
290,360155,Yponomeutoidea,Argyresthiidae,[Argyresthiinae],Argyresthia,conjugella,Argyresthia conjugella Zeller
291,360161,Yponomeutoidea,Argyresthiidae,[Argyresthiinae],Argyresthia,freyella,Argyresthia freyella Walsingham
292,360163,Yponomeutoidea,Argyresthiidae,[Argyresthiinae],Argyresthia,goedartella,Argyresthia goedartella (Linnaeus)
293,360165,Yponomeutoidea,Argyresthiidae,[Argyresthiinae],Argyresthia,laricella,Argyresthia laricella Kearfott
294,360168,Yponomeutoidea,Argyresthiidae,[Argyresthiinae],Argyresthia,mariana,Argyresthia mariana Freeman
295,360174,Yponomeutoidea,Argyresthiidae,[Argyresthiinae],Argyresthia,oreasella,Argyresthia oreasella Clemens
296,360177,Yponomeutoidea,Argyresthiidae,[Argyresthiinae],Argyresthia,picea,Argyresthia picea Freeman
297,360182,Yponomeutoidea,Argyresthiidae,[Argyresthiinae],Argyresthia,pygmaeella,Argyresthia pygmaeella ([Denis & Schiffermüller])
298,360187,Yponomeutoidea,Argyresthiidae,[Argyresthiinae],Argyresthia,subreticulata,Argyresthia subreticulata Walsingham
299,360189,Yponomeutoidea,Argyresthiidae,[Argyresthiinae],Argyresthia,thuiella,Argyresthia thuiella (Packard)
300,360196,Yponomeutoidea,Lyonetiidae,Lyonetiinae,Lyonetia,latistrigella,Lyonetia latistrigella Walsingham
301,360198,Yponomeutoidea,Lyonetiidae,Lyonetiinae,Lyonetia,prunifoliella,Lyonetia prunifoliella (Hübner)
302,360202,Yponomeutoidea,Lyonetiidae,Cemiostominae,Paraleucoptera,albella,Paraleucoptera albella (Chambers)
303,360220,Yponomeutoidea,Heliodinidae,[Heliodininae],Neoheliodines,nyctaginella,Neoheliodines nyctaginella (Gibson)
304,360247,Yponomeutoidea,Bedelliidae,[Bedelliinae],Bedellia,somnulentella,Bedellia somnulentella (Zeller)
305,400001,Douglasioidea,Douglasiidae,[Douglasiinae],Tinagma,obscurofasciella,Tinagma obscurofasciella (Chambers)
306,420004,Gelechioidea,Autostichidae,Oegoconiinae,Oegoconia,deauratella,Oegoconia deauratella (Herrich-Schäffer)
307,420008,Gelechioidea,Autostichidae,Symmocinae,Gerdana,caritella,Gerdana caritella Busck
308,420009,Gelechioidea,Autostichidae,Symmocinae,Taygete,attributella,Taygete attributella (Walker)
309,420014,Gelechioidea,Autostichidae,Symmocinae,Taygete,sylvicolella,Taygete sylvicolella (Busck)
310,420022,Gelechioidea,Autostichidae,Glyphidocerinae,Glyphidocera,lithodoxa,Glyphidocera lithodoxa Meyrick
311,420024,Gelechioidea,Autostichidae,Glyphidocerinae,Glyphidocera,septentrionella,Glyphidocera septentrionella Busck
312,420027,Gelechioidea,Lecithoceridae,Lecithoceridae-Martyringa group,Martyringa,latipennis,Martyringa latipennis (Walsingham)
313,420037,Gelechioidea,Oecophoridae,Oecophorinae,Decantha,boreasella,Decantha boreasella (Chambers)
314,420041,Gelechioidea,Oecophoridae,Oecophorinae,Epicallima,argenticinctella,Epicallima argenticinctella (Clemens)
315,420046,Gelechioidea,Oecophoridae,Oecophorinae,Fabiola,shaleriella,Fabiola shaleriella (Chambers)
316,420049,Gelechioidea,Oecophoridae,Oecophorinae,Fabiola,edithella,Fabiola edithella (Busck)
317,420051,Gelechioidea,Oecophoridae,Oecophorinae,Brymblia,quadrimaculella,Brymblia quadrimaculella (Chambers)
318,420052,Gelechioidea,Oecophoridae,Oecophorinae,Denisia,haydenella,Denisia haydenella (Chambers)
319,420054,Gelechioidea,Oecophoridae,Oecophorinae,Polix,coloradella,Polix coloradella (Walsingham)
320,420055,Gelechioidea,Oecophoridae,Oecophorinae,Mathildana,newmanella,Mathildana newmanella (Clemens)
321,420056,Gelechioidea,Oecophoridae,Oecophorinae,Mathildana,flipria,Mathildana flipria Hodges
322,420058,Gelechioidea,Oecophoridae,Oecophorinae,Carolana,ascriptella,Carolana ascriptella (Busck)
323,420061,Gelechioidea,Oecophoridae,Oecophorinae,Endrosis,sarcitrella,Endrosis sarcitrella (Linnaeus)
324,420062,Gelechioidea,Oecophoridae,Oecophorinae,Eido,trimaculella,Eido trimaculella (Fitch)
325,420066,Gelechioidea,Depressariidae,Depressariinae,Agonopterix,gelidella,Agonopterix gelidella (Busck)
326,420069,Gelechioidea,Depressariidae,Depressariinae,Agonopterix,lythrella,Agonopterix lythrella (Walsingham)
327,420071,Gelechioidea,Depressariidae,Depressariinae,Agonopterix,curvilineella,Agonopterix curvilineella (Beutenmüller)
328,420074,Gelechioidea,Depressariidae,Depressariinae,Agonopterix,clemensella,Agonopterix clemensella (Chambers)
329,420076,Gelechioidea,Depressariidae,Depressariinae,Agonopterix,atrodorsella,Agonopterix atrodorsella (Clemens)
330,420078,Gelechioidea,Depressariidae,Depressariinae,Agonopterix,eupatoriiella,Agonopterix eupatoriiella (Chambers)
331,420079,Gelechioidea,Depressariidae,Depressariinae,Agonopterix,pulvipennella,Agonopterix pulvipennella (Clemens)
332,420080,Gelechioidea,Depressariidae,Depressariinae,Agonopterix,nigrinotella,Agonopterix nigrinotella (Busck)
333,420080.1,Gelechioidea,Depressariidae,Depressariinae,Agonopterix,costimacula,Agonopterix costimacula Clarke
334,420081,Gelechioidea,Depressariidae,Depressariinae,Agonopterix,walsinghamella,Agonopterix walsinghamella (Busck)
335,420091,Gelechioidea,Depressariidae,Depressariinae,Agonopterix,canadensis,Agonopterix canadensis (Busck)
336,420093,Gelechioidea,Depressariidae,Depressariinae,Agonopterix,flavicomella,Agonopterix flavicomella (Engel)
337,420095,Gelechioidea,Depressariidae,Depressariinae,Agonopterix,robiniella,Agonopterix robiniella (Packard)
338,420099,Gelechioidea,Depressariidae,Depressariinae,Agonopterix,lecontella,Agonopterix lecontella (Clemens)
339,420102,Gelechioidea,Depressariidae,Depressariinae,Agonopterix,argillacea,Agonopterix argillacea (Walsingham)
340,420113,Gelechioidea,Depressariidae,Depressariinae,Exaeretia,canella,Exaeretia canella (Busck)
341,420122,Gelechioidea,Depressariidae,Depressariinae,Exaeretia,ciniflonella,Exaeretia ciniflonella (Lienig & Zeller)
342,420124,Gelechioidea,Depressariidae,Depressariinae,Exaeretia,fulva,Exaeretia fulva (Walsingham)
343,420125,Gelechioidea,Depressariidae,Depressariinae,Bibarrambla,allenella,Bibarrambla allenella (Walsingham)
344,420126,Gelechioidea,Depressariidae,Depressariinae,Semioscopis,packardella,Semioscopis packardella (Clemens)
345,420127,Gelechioidea,Depressariidae,Depressariinae,Semioscopis,merriccella,Semioscopis merriccella Dyar
346,420128,Gelechioidea,Depressariidae,Depressariinae,Semioscopis,inornata,Semioscopis inornata Walsingham
347,420129,Gelechioidea,Depressariidae,Depressariinae,Semioscopis,megamicrella,Semioscopis megamicrella Dyar
348,420130,Gelechioidea,Depressariidae,Depressariinae,Semioscopis,aurorella,Semioscopis aurorella Dyar
349,420156,Gelechioidea,Depressariidae,Depressariinae,Depressaria,depressana,Depressaria depressana (Fabricius)
350,420136,Gelechioidea,Depressariidae,Depressariinae,Depressaria,radiella,Depressaria radiella (Goeze)
351,420135,Gelechioidea,Depressariidae,Depressariinae,Depressaria,cinereocostella,Depressaria cinereocostella Clemens
352,420140,Gelechioidea,Depressariidae,Depressariinae,Depressaria,alienella,Depressaria alienella Busck
353,420157,Gelechioidea,Depressariidae,Depressariinae,Nites,grotella,Nites grotella (Robinson)
354,420158,Gelechioidea,Depressariidae,Depressariinae,Nites,atrocapitella,Nites atrocapitella (McDunnough)
355,420159,Gelechioidea,Depressariidae,Depressariinae,Nites,betulella,Nites betulella (Busck)
356,420160,Gelechioidea,Depressariidae,Depressariinae,Nites,maculatella,Nites maculatella (Busck)
357,420161,Gelechioidea,Depressariidae,Depressariinae,Nites,ostryella,Nites ostryella (McDunnough)
358,420193,Gelechioidea,Depressariidae,Ethmiinae,Ethmia,bipunctella,Ethmia bipunctella (Fabricius)
359,420194,Gelechioidea,Depressariidae,Ethmiinae,Ethmia,monticola,Ethmia monticola (Walsingham)
361,420199,Gelechioidea,Depressariidae,Ethmiinae,Ethmia,zelleriella,Ethmia zelleriella (Chambers)
362,420210,Gelechioidea,Depressariidae,Ethmiinae,Ethmia,longimaculella,Ethmia longimaculella (Chambers)
364,420224,Gelechioidea,Depressariidae,Stenomatinae,Antaeotricha,schlaegeri,Antaeotricha schlaegeri (Zeller)
365,420227,Gelechioidea,Depressariidae,Stenomatinae,Antaeotricha,leucillana,Antaeotricha leucillana Zeller
366,420249,Gelechioidea,Depressariidae,Stenomatinae,Menesta,tortriciformella,Menesta tortriciformella Clemens
367,420257,Gelechioidea,Depressariidae,Depressariidae-unplaced,Machimia,tentoriferella,Machimia tentoriferella Clemens
368,420259,Gelechioidea,Depressariidae,Depressariidae-unplaced,Psilocorsis,quercicella,Psilocorsis quercicella Clemens
369,420260,Gelechioidea,Depressariidae,Depressariidae-unplaced,Psilocorsis,cryptolechiella,Psilocorsis cryptolechiella (Chambers)
370,420261,Gelechioidea,Depressariidae,Depressariidae-unplaced,Psilocorsis,reflexella,Psilocorsis reflexella Clemens
371,420279,Gelechioidea,Cosmopterigidae,Chrysopeleiinae,Periploca,laeta,Periploca laeta Hodges
372,420283,Gelechioidea,Cosmopterigidae,Chrysopeleiinae,Periploca,nigra,Periploca nigra Hodges
373,420302,Gelechioidea,Cosmopterigidae,Chrysopeleiinae,Stilbosis,ostryaeella,Stilbosis ostryaeella (Chambers)
374,420315,Gelechioidea,Cosmopterigidae,Chrysopeleiinae,Stilbosis,tesquella,Stilbosis tesquella Clemens
375,420326,Gelechioidea,Cosmopterigidae,Chrysopeleiinae,Walshia,dispar,Walshia dispar Hodges
376,420329,Gelechioidea,Cosmopterigidae,Chrysopeleiinae,Perimede,erransella,Perimede erransella Chambers
377,420337,Gelechioidea,Cosmopterigidae,Chrysopeleiinae,Perimede,ricina,Perimede ricina Hodges
378,420355,Gelechioidea,Cosmopterigidae,Cosmopteriginae,Cosmopterix,pulchrimella,Cosmopterix pulchrimella (Chambers)
379,420370,Gelechioidea,Cosmopterigidae,Cosmopteriginae,Cosmopterix,gemmiferella,Cosmopterix gemmiferella (Clemens)
380,420373,Gelechioidea,Cosmopterigidae,Cosmopteriginae,Cosmopterix,clemensella,Cosmopterix clemensella (Stainton)
381,420374,Gelechioidea,Cosmopterigidae,Cosmopteriginae,Cosmopterix,scirpicola,Cosmopterix scirpicola Hodges
382,420376,Gelechioidea,Cosmopterigidae,Cosmopteriginae,Cosmopterix,fernaldella,Cosmopterix fernaldella (Walsingham)
383,420381,Gelechioidea,Cosmopterigidae,Cosmopteriginae,Cosmopterix,teligera,Cosmopterix teligera Meyrick
384,420401,Gelechioidea,Cosmopterigidae,Cosmopteriginae,Limnaecia,phragmitella,Limnaecia phragmitella Stainton
385,420448,Gelechioidea,Cosmopterigidae,Antequerinae,Euclemensia,bassettella,Euclemensia bassettella (Clemens)
386,420451,Gelechioidea,Gelechiidae,Anacampsinae,Neofaculta,infernella,Neofaculta infernella (Herrich-Schäffer)
387,420453,Gelechioidea,Gelechiidae,Anacampsinae,Anarsia,lineatella,Anarsia lineatella Zeller
388,420463,Gelechioidea,Gelechiidae,Anacampsinae,Aproaerema,palpilineella,Aproaerema palpilineella (Chambers)
389,420466,Gelechioidea,Gelechiidae,Anacampsinae,Battaristis,concinnusella,Battaristis concinnusella (Chambers)
390,420468,Gelechioidea,Gelechiidae,Anacampsinae,Battaristis,nigratomella,Battaristis nigratomella (Clemens)
391,420470,Gelechioidea,Gelechiidae,Anacampsinae,Battaristis,vittella,Battaristis vittella (Busck)
392,420471,Gelechioidea,Gelechiidae,Anacampsinae,Anacampsis,agrimoniella,Anacampsis agrimoniella (Clemens)
393,420474,Gelechioidea,Gelechiidae,Anacampsinae,Anacampsis,conclusella,Anacampsis conclusella (Walker)
394,420475,Gelechioidea,Gelechiidae,Anacampsinae,Anacampsis,consonella,Anacampsis consonella (Zeller)
395,420479,Gelechioidea,Gelechiidae,Anacampsinae,Anacampsis,innocuella,Anacampsis innocuella (Zeller)
396,420483,Gelechioidea,Gelechiidae,Anacampsinae,Anacampsis,levipedella,Anacampsis levipedella (Clemens)
397,420485,Gelechioidea,Gelechiidae,Anacampsinae,Anacampsis,niveopulvella,Anacampsis niveopulvella (Chambers)
398,420488,Gelechioidea,Gelechiidae,Anacampsinae,Anacampsis,populella,Anacampsis populella (Clerck)
399,420490,Gelechioidea,Gelechiidae,Anacampsinae,Anacampsis,rhoifructella,Anacampsis rhoifructella (Clemens)
400,420494,Gelechioidea,Gelechiidae,Anacampsinae,Anacampsis,tristrigella,Anacampsis tristrigella (Walsingham)
401,420501,Gelechioidea,Gelechiidae,Dichomeridinae,Helcystogramma,fernaldella,Helcystogramma fernaldella (Busck)
402,420506,Gelechioidea,Gelechiidae,Dichomeridinae,Helcystogramma,melanocarpa,Helcystogramma melanocarpa (Meyrick)
403,420510,Gelechioidea,Gelechiidae,Dichomeridinae,Dichomeris,ligulella,Dichomeris ligulella Hübner
404,420517,Gelechioidea,Gelechiidae,Dichomeridinae,Dichomeris,marginella,Dichomeris marginella (Fabricius)
405,420520,Gelechioidea,Gelechiidae,Dichomeridinae,Dichomeris,punctipennella,Dichomeris punctipennella (Clemens)
406,420521,Gelechioidea,Gelechiidae,Dichomeridinae,Dichomeris,punctidiscella,Dichomeris punctidiscella (Clemens)
407,420529,Gelechioidea,Gelechiidae,Dichomeridinae,Dichomeris,flavocostella,Dichomeris flavocostella (Clemens)
408,420533,Gelechioidea,Gelechiidae,Dichomeridinae,Dichomeris,ventrella,Dichomeris ventrella (Fitch)
409,420534,Gelechioidea,Gelechiidae,Dichomeridinae,Dichomeris,georgiella,Dichomeris georgiella (Walker)
410,420535,Gelechioidea,Gelechiidae,Dichomeridinae,Dichomeris,vacciniella,Dichomeris vacciniella Busck
411,420537,Gelechioidea,Gelechiidae,Dichomeridinae,Dichomeris,setosella,Dichomeris setosella (Clemens)
412,420538,Gelechioidea,Gelechiidae,Dichomeridinae,Dichomeris,vindex,Dichomeris vindex Hodges
413,420547,Gelechioidea,Gelechiidae,Dichomeridinae,Dichomeris,bilobella,Dichomeris bilobella (Zeller)
414,420552,Gelechioidea,Gelechiidae,Dichomeridinae,Dichomeris,purpureofusca,Dichomeris purpureofusca (Walsingham)
415,420553,Gelechioidea,Gelechiidae,Dichomeridinae,Dichomeris,nonstrigella,Dichomeris nonstrigella (Chambers)
416,420554,Gelechioidea,Gelechiidae,Dichomeridinae,Dichomeris,ochripalpella,Dichomeris ochripalpella (Zeller)
